Room,Month,Day,Hour,MorningFlag,AfternoonFlag,EveningFlag,NightFlag,Consumption_kWh,AverageConsumption_kWh
4,1,1,0,0,0,0,1,0.074,0.2881666666666667
4,1,1,1,0,0,0,1,0.173,0.2881666666666667
4,1,1,2,0,0,0,1,0.151,0.2881666666666667
4,1,1,3,0,0,0,1,0.065,0.2881666666666667
4,1,1,4,0,0,0,1,0.063,0.2881666666666667
4,1,1,5,0,0,0,1,0.055,0.2881666666666667
4,1,1,6,1,0,0,0,0.604,0.2881666666666667
4,1,1,7,1,0,0,0,0.42,0.2881666666666667
4,1,1,8,1,0,0,0,0.528,0.2881666666666667
4,1,1,9,1,0,0,0,0.223,0.2881666666666667
4,1,1,10,1,0,0,0,0.181,0.2881666666666667
4,1,1,11,1,0,0,0,0.227,0.2881666666666667
4,1,1,12,0,1,0,0,0.204,0.2881666666666667
4,1,1,13,0,1,0,0,0.421,0.2881666666666667
4,1,1,14,0,1,0,0,0.245,0.2881666666666667
4,1,1,15,0,1,0,0,0.332,0.2881666666666667
4,1,1,16,0,1,0,0,0.075,0.2881666666666667
4,1,1,17,0,1,0,0,0.092,0.2881666666666667
4,1,1,18,0,0,1,0,0.343,0.2881666666666667
4,1,1,19,0,0,1,0,0.54,0.2881666666666667
4,1,1,20,0,0,1,0,0.507,0.2881666666666667
4,1,1,21,0,0,1,0,0.43,0.2881666666666667
4,1,1,22,0,0,0,1,0.636,0.2881666666666667
4,1,1,23,0,0,0,1,0.327,0.2881666666666667
4,1,2,0,0,0,0,1,0.191,0.2781666666666667
4,1,2,1,0,0,0,1,0.076,0.2781666666666667
4,1,2,2,0,0,0,1,0.115,0.2781666666666667
4,1,2,3,0,0,0,1,0.046,0.2781666666666667
4,1,2,4,0,0,0,1,0.068,0.2781666666666667
4,1,2,5,0,0,0,1,0.075,0.2781666666666667
4,1,2,6,1,0,0,0,0.448,0.2781666666666667
4,1,2,7,1,0,0,0,0.521,0.2781666666666667
4,1,2,8,1,0,0,0,0.48,0.2781666666666667
4,1,2,9,1,0,0,0,0.106,0.2781666666666667
4,1,2,10,1,0,0,0,0.071,0.2781666666666667
4,1,2,11,1,0,0,0,0.165,0.2781666666666667
4,1,2,12,0,1,0,0,0.125,0.2781666666666667
4,1,2,13,0,1,0,0,0.416,0.2781666666666667
4,1,2,14,0,1,0,0,0.376,0.2781666666666667
4,1,2,15,0,1,0,0,0.388,0.2781666666666667
4,1,2,16,0,1,0,0,0.113,0.2781666666666667
4,1,2,17,0,1,0,0,0.185,0.2781666666666667
4,1,2,18,0,0,1,0,0.358,0.2781666666666667
4,1,2,19,0,0,1,0,0.383,0.2781666666666667
4,1,2,20,0,0,1,0,0.319,0.2781666666666667
4,1,2,21,0,0,1,0,0.567,0.2781666666666667
4,1,2,22,0,0,0,1,0.609,0.2781666666666667
4,1,2,23,0,0,0,1,0.475,0.2781666666666667
4,1,3,0,0,0,0,1,0.091,0.28525
4,1,3,1,0,0,0,1,0.149,0.28525
4,1,3,2,0,0,0,1,0.201,0.28525
4,1,3,3,0,0,0,1,0.048,0.28525
4,1,3,4,0,0,0,1,0.238,0.28525
4,1,3,5,0,0,0,1,0.132,0.28525
4,1,3,6,1,0,0,0,0.4,0.28525
4,1,3,7,1,0,0,0,0.513,0.28525
4,1,3,8,1,0,0,0,0.557,0.28525
4,1,3,9,1,0,0,0,0.232,0.28525
4,1,3,10,1,0,0,0,0.206,0.28525
4,1,3,11,1,0,0,0,0.137,0.28525
4,1,3,12,0,1,0,0,0.176,0.28525
4,1,3,13,0,1,0,0,0.34,0.28525
4,1,3,14,0,1,0,0,0.291,0.28525
4,1,3,15,0,1,0,0,0.314,0.28525
4,1,3,16,0,1,0,0,0.206,0.28525
4,1,3,17,0,1,0,0,0.088,0.28525
4,1,3,18,0,0,1,0,0.376,0.28525
4,1,3,19,0,0,1,0,0.382,0.28525
4,1,3,20,0,0,1,0,0.384,0.28525
4,1,3,21,0,0,1,0,0.202,0.28525
4,1,3,22,0,0,0,1,0.578,0.28525
4,1,3,23,0,0,0,1,0.605,0.28525
4,1,4,0,0,0,0,1,0.143,0.27295833333333336
4,1,4,1,0,0,0,1,0.07,0.27295833333333336
4,1,4,2,0,0,0,1,0.151,0.27295833333333336
4,1,4,3,0,0,0,1,0.069,0.27295833333333336
4,1,4,4,0,0,0,1,0.163,0.27295833333333336
4,1,4,5,0,0,0,1,0.228,0.27295833333333336
4,1,4,6,1,0,0,0,0.509,0.27295833333333336
4,1,4,7,1,0,0,0,0.358,0.27295833333333336
4,1,4,8,1,0,0,0,0.368,0.27295833333333336
4,1,4,9,1,0,0,0,0.075,0.27295833333333336
4,1,4,10,1,0,0,0,0.115,0.27295833333333336
4,1,4,11,1,0,0,0,0.124,0.27295833333333336
4,1,4,12,0,1,0,0,0.101,0.27295833333333336
4,1,4,13,0,1,0,0,0.456,0.27295833333333336
4,1,4,14,0,1,0,0,0.259,0.27295833333333336
4,1,4,15,0,1,0,0,0.366,0.27295833333333336
4,1,4,16,0,1,0,0,0.155,0.27295833333333336
4,1,4,17,0,1,0,0,0.132,0.27295833333333336
4,1,4,18,0,0,1,0,0.333,0.27295833333333336
4,1,4,19,0,0,1,0,0.482,0.27295833333333336
4,1,4,20,0,0,1,0,0.389,0.27295833333333336
4,1,4,21,0,0,1,0,0.351,0.27295833333333336
4,1,4,22,0,0,0,1,0.674,0.27295833333333336
4,1,4,23,0,0,0,1,0.48,0.27295833333333336
4,1,5,0,0,0,0,1,0.082,0.3005
4,1,5,1,0,0,0,1,0.201,0.3005
4,1,5,2,0,0,0,1,0.166,0.3005
4,1,5,3,0,0,0,1,0.134,0.3005
4,1,5,4,0,0,0,1,0.084,0.3005
4,1,5,5,0,0,0,1,0.108,0.3005
4,1,5,6,1,0,0,0,0.589,0.3005
4,1,5,7,1,0,0,0,0.477,0.3005
4,1,5,8,1,0,0,0,0.499,0.3005
4,1,5,9,1,0,0,0,0.076,0.3005
4,1,5,10,1,0,0,0,0.158,0.3005
4,1,5,11,1,0,0,0,0.174,0.3005
4,1,5,12,0,1,0,0,0.184,0.3005
4,1,5,13,0,1,0,0,0.392,0.3005
4,1,5,14,0,1,0,0,0.347,0.3005
4,1,5,15,0,1,0,0,0.352,0.3005
4,1,5,16,0,1,0,0,0.174,0.3005
4,1,5,17,0,1,0,0,0.15,0.3005
4,1,5,18,0,0,1,0,0.42,0.3005
4,1,5,19,0,0,1,0,0.49,0.3005
4,1,5,20,0,0,1,0,0.317,0.3005
4,1,5,21,0,0,1,0,0.292,0.3005
4,1,5,22,0,0,0,1,0.684,0.3005
4,1,5,23,0,0,0,1,0.662,0.3005
4,1,6,0,0,0,0,1,0.144,0.30695833333333333
4,1,6,1,0,0,0,1,0.074,0.30695833333333333
4,1,6,2,0,0,0,1,0.237,0.30695833333333333
4,1,6,3,0,0,0,1,0.116,0.30695833333333333
4,1,6,4,0,0,0,1,0.062,0.30695833333333333
4,1,6,5,0,0,0,1,0.14,0.30695833333333333
4,1,6,6,1,0,0,0,0.682,0.30695833333333333
4,1,6,7,1,0,0,0,0.508,0.30695833333333333
4,1,6,8,1,0,0,0,0.307,0.30695833333333333
4,1,6,9,1,0,0,0,0.211,0.30695833333333333
4,1,6,10,1,0,0,0,0.214,0.30695833333333333
4,1,6,11,1,0,0,0,0.16,0.30695833333333333
4,1,6,12,0,1,0,0,0.156,0.30695833333333333
4,1,6,13,0,1,0,0,0.461,0.30695833333333333
4,1,6,14,0,1,0,0,0.43,0.30695833333333333
4,1,6,15,0,1,0,0,0.534,0.30695833333333333
4,1,6,16,0,1,0,0,0.064,0.30695833333333333
4,1,6,17,0,1,0,0,0.211,0.30695833333333333
4,1,6,18,0,0,1,0,0.388,0.30695833333333333
4,1,6,19,0,0,1,0,0.328,0.30695833333333333
4,1,6,20,0,0,1,0,0.51,0.30695833333333333
4,1,6,21,0,0,1,0,0.34,0.30695833333333333
4,1,6,22,0,0,0,1,0.601,0.30695833333333333
4,1,6,23,0,0,0,1,0.489,0.30695833333333333
4,1,7,0,0,0,0,1,0.145,0.28720833333333334
4,1,7,1,0,0,0,1,0.167,0.28720833333333334
4,1,7,2,0,0,0,1,0.201,0.28720833333333334
4,1,7,3,0,0,0,1,0.131,0.28720833333333334
4,1,7,4,0,0,0,1,0.205,0.28720833333333334
4,1,7,5,0,0,0,1,0.148,0.28720833333333334
4,1,7,6,1,0,0,0,0.506,0.28720833333333334
4,1,7,7,1,0,0,0,0.552,0.28720833333333334
4,1,7,8,1,0,0,0,0.303,0.28720833333333334
4,1,7,9,1,0,0,0,0.098,0.28720833333333334
4,1,7,10,1,0,0,0,0.097,0.28720833333333334
4,1,7,11,1,0,0,0,0.176,0.28720833333333334
4,1,7,12,0,1,0,0,0.044,0.28720833333333334
4,1,7,13,0,1,0,0,0.345,0.28720833333333334
4,1,7,14,0,1,0,0,0.308,0.28720833333333334
4,1,7,15,0,1,0,0,0.361,0.28720833333333334
4,1,7,16,0,1,0,0,0.057,0.28720833333333334
4,1,7,17,0,1,0,0,0.13,0.28720833333333334
4,1,7,18,0,0,1,0,0.515,0.28720833333333334
4,1,7,19,0,0,1,0,0.354,0.28720833333333334
4,1,7,20,0,0,1,0,0.576,0.28720833333333334
4,1,7,21,0,0,1,0,0.456,0.28720833333333334
4,1,7,22,0,0,0,1,0.443,0.28720833333333334
4,1,7,23,0,0,0,1,0.575,0.28720833333333334
5,1,1,0,0,0,0,1,0.051,0.27579166666666666
5,1,1,1,0,0,0,1,0.085,0.27579166666666666
5,1,1,2,0,0,0,1,0.122,0.27579166666666666
5,1,1,3,0,0,0,1,0.182,0.27579166666666666
5,1,1,4,0,0,0,1,0.161,0.27579166666666666
5,1,1,5,0,0,0,1,0.085,0.27579166666666666
5,1,1,6,1,0,0,0,0.615,0.27579166666666666
5,1,1,7,1,0,0,0,0.495,0.27579166666666666
5,1,1,8,1,0,0,0,0.643,0.27579166666666666
5,1,1,9,1,0,0,0,0.051,0.27579166666666666
5,1,1,10,1,0,0,0,0.046,0.27579166666666666
5,1,1,11,1,0,0,0,0.072,0.27579166666666666
5,1,1,12,0,1,0,0,0.181,0.27579166666666666
5,1,1,13,0,1,0,0,0.277,0.27579166666666666
5,1,1,14,0,1,0,0,0.341,0.27579166666666666
5,1,1,15,0,1,0,0,0.388,0.27579166666666666
5,1,1,16,0,1,0,0,0.223,0.27579166666666666
5,1,1,17,0,1,0,0,0.04,0.27579166666666666
5,1,1,18,0,0,1,0,0.286,0.27579166666666666
5,1,1,19,0,0,1,0,0.496,0.27579166666666666
5,1,1,20,0,0,1,0,0.231,0.27579166666666666
5,1,1,21,0,0,1,0,0.499,0.27579166666666666
5,1,1,22,0,0,0,1,0.721,0.27579166666666666
5,1,1,23,0,0,0,1,0.328,0.27579166666666666
5,1,2,0,0,0,0,1,0.229,0.2813333333333333
5,1,2,1,0,0,0,1,0.042,0.2813333333333333
5,1,2,2,0,0,0,1,0.224,0.2813333333333333
5,1,2,3,0,0,0,1,0.111,0.2813333333333333
5,1,2,4,0,0,0,1,0.041,0.2813333333333333
5,1,2,5,0,0,0,1,0.173,0.2813333333333333
5,1,2,6,1,0,0,0,0.72,0.2813333333333333
5,1,2,7,1,0,0,0,0.325,0.2813333333333333
5,1,2,8,1,0,0,0,0.541,0.2813333333333333
5,1,2,9,1,0,0,0,0.183,0.2813333333333333
5,1,2,10,1,0,0,0,0.074,0.2813333333333333
5,1,2,11,1,0,0,0,0.226,0.2813333333333333
5,1,2,12,0,1,0,0,0.164,0.2813333333333333
5,1,2,13,0,1,0,0,0.412,0.2813333333333333
5,1,2,14,0,1,0,0,0.415,0.2813333333333333
5,1,2,15,0,1,0,0,0.426,0.2813333333333333
5,1,2,16,0,1,0,0,0.225,0.2813333333333333
5,1,2,17,0,1,0,0,0.171,0.2813333333333333
5,1,2,18,0,0,1,0,0.297,0.2813333333333333
5,1,2,19,0,0,1,0,0.247,0.2813333333333333
5,1,2,20,0,0,1,0,0.289,0.2813333333333333
5,1,2,21,0,0,1,0,0.339,0.2813333333333333
5,1,2,22,0,0,0,1,0.361,0.2813333333333333
5,1,2,23,0,0,0,1,0.517,0.2813333333333333
5,1,3,0,0,0,0,1,0.144,0.3150833333333333
5,1,3,1,0,0,0,1,0.126,0.3150833333333333
5,1,3,2,0,0,0,1,0.163,0.3150833333333333
5,1,3,3,0,0,0,1,0.2,0.3150833333333333
5,1,3,4,0,0,0,1,0.122,0.3150833333333333
5,1,3,5,0,0,0,1,0.164,0.3150833333333333
5,1,3,6,1,0,0,0,0.677,0.3150833333333333
5,1,3,7,1,0,0,0,0.516,0.3150833333333333
5,1,3,8,1,0,0,0,0.442,0.3150833333333333
5,1,3,9,1,0,0,0,0.23,0.3150833333333333
5,1,3,10,1,0,0,0,0.14,0.3150833333333333
5,1,3,11,1,0,0,0,0.22,0.3150833333333333
5,1,3,12,0,1,0,0,0.118,0.3150833333333333
5,1,3,13,0,1,0,0,0.45,0.3150833333333333
5,1,3,14,0,1,0,0,0.265,0.3150833333333333
5,1,3,15,0,1,0,0,0.199,0.3150833333333333
5,1,3,16,0,1,0,0,0.199,0.3150833333333333
5,1,3,17,0,1,0,0,0.093,0.3150833333333333
5,1,3,18,0,0,1,0,0.416,0.3150833333333333
5,1,3,19,0,0,1,0,0.47,0.3150833333333333
5,1,3,20,0,0,1,0,0.41,0.3150833333333333
5,1,3,21,0,0,1,0,0.448,0.3150833333333333
5,1,3,22,0,0,0,1,0.687,0.3150833333333333
5,1,3,23,0,0,0,1,0.663,0.3150833333333333
5,1,4,0,0,0,0,1,0.074,0.286875
5,1,4,1,0,0,0,1,0.145,0.286875
5,1,4,2,0,0,0,1,0.224,0.286875
5,1,4,3,0,0,0,1,0.161,0.286875
5,1,4,4,0,0,0,1,0.198,0.286875
5,1,4,5,0,0,0,1,0.167,0.286875
5,1,4,6,1,0,0,0,0.686,0.286875
5,1,4,7,1,0,0,0,0.343,0.286875
5,1,4,8,1,0,0,0,0.544,0.286875
5,1,4,9,1,0,0,0,0.083,0.286875
5,1,4,10,1,0,0,0,0.04,0.286875
5,1,4,11,1,0,0,0,0.106,0.286875
5,1,4,12,0,1,0,0,0.228,0.286875
5,1,4,13,0,1,0,0,0.355,0.286875
5,1,4,14,0,1,0,0,0.248,0.286875
5,1,4,15,0,1,0,0,0.193,0.286875
5,1,4,16,0,1,0,0,0.216,0.286875
5,1,4,17,0,1,0,0,0.234,0.286875
5,1,4,18,0,0,1,0,0.235,0.286875
5,1,4,19,0,0,1,0,0.369,0.286875
5,1,4,20,0,0,1,0,0.304,0.286875
5,1,4,21,0,0,1,0,0.422,0.286875
5,1,4,22,0,0,0,1,0.632,0.286875
5,1,4,23,0,0,0,1,0.678,0.286875
5,1,5,0,0,0,0,1,0.228,0.2587083333333333
5,1,5,1,0,0,0,1,0.073,0.2587083333333333
5,1,5,2,0,0,0,1,0.083,0.2587083333333333
5,1,5,3,0,0,0,1,0.142,0.2587083333333333
5,1,5,4,0,0,0,1,0.057,0.2587083333333333
5,1,5,5,0,0,0,1,0.124,0.2587083333333333
5,1,5,6,1,0,0,0,0.509,0.2587083333333333
5,1,5,7,1,0,0,0,0.466,0.2587083333333333
5,1,5,8,1,0,0,0,0.488,0.2587083333333333
5,1,5,9,1,0,0,0,0.167,0.2587083333333333
5,1,5,10,1,0,0,0,0.047,0.2587083333333333
5,1,5,11,1,0,0,0,0.052,0.2587083333333333
5,1,5,12,0,1,0,0,0.147,0.2587083333333333
5,1,5,13,0,1,0,0,0.164,0.2587083333333333
5,1,5,14,0,1,0,0,0.285,0.2587083333333333
5,1,5,15,0,1,0,0,0.317,0.2587083333333333
5,1,5,16,0,1,0,0,0.169,0.2587083333333333
5,1,5,17,0,1,0,0,0.075,0.2587083333333333
5,1,5,18,0,0,1,0,0.412,0.2587083333333333
5,1,5,19,0,0,1,0,0.565,0.2587083333333333
5,1,5,20,0,0,1,0,0.373,0.2587083333333333
5,1,5,21,0,0,1,0,0.378,0.2587083333333333
5,1,5,22,0,0,0,1,0.538,0.2587083333333333
5,1,5,23,0,0,0,1,0.35,0.2587083333333333
5,1,6,0,0,0,0,1,0.061,0.2582083333333333
5,1,6,1,0,0,0,1,0.181,0.2582083333333333
5,1,6,2,0,0,0,1,0.223,0.2582083333333333
5,1,6,3,0,0,0,1,0.158,0.2582083333333333
5,1,6,4,0,0,0,1,0.179,0.2582083333333333
5,1,6,5,0,0,0,1,0.188,0.2582083333333333
5,1,6,6,1,0,0,0,0.304,0.2582083333333333
5,1,6,7,1,0,0,0,0.345,0.2582083333333333
5,1,6,8,1,0,0,0,0.305,0.2582083333333333
5,1,6,9,1,0,0,0,0.074,0.2582083333333333
5,1,6,10,1,0,0,0,0.063,0.2582083333333333
5,1,6,11,1,0,0,0,0.217,0.2582083333333333
5,1,6,12,0,1,0,0,0.066,0.2582083333333333
5,1,6,13,0,1,0,0,0.363,0.2582083333333333
5,1,6,14,0,1,0,0,0.265,0.2582083333333333
5,1,6,15,0,1,0,0,0.211,0.2582083333333333
5,1,6,16,0,1,0,0,0.116,0.2582083333333333
5,1,6,17,0,1,0,0,0.076,0.2582083333333333
5,1,6,18,0,0,1,0,0.472,0.2582083333333333
5,1,6,19,0,0,1,0,0.401,0.2582083333333333
5,1,6,20,0,0,1,0,0.475,0.2582083333333333
5,1,6,21,0,0,1,0,0.415,0.2582083333333333
5,1,6,22,0,0,0,1,0.554,0.2582083333333333
5,1,6,23,0,0,0,1,0.485,0.2582083333333333
5,1,7,0,0,0,0,1,0.057,0.29625
5,1,7,1,0,0,0,1,0.048,0.29625
5,1,7,2,0,0,0,1,0.061,0.29625
5,1,7,3,0,0,0,1,0.076,0.29625
5,1,7,4,0,0,0,1,0.137,0.29625
5,1,7,5,0,0,0,1,0.205,0.29625
5,1,7,6,1,0,0,0,0.566,0.29625
5,1,7,7,1,0,0,0,0.713,0.29625
5,1,7,8,1,0,0,0,0.512,0.29625
5,1,7,9,1,0,0,0,0.053,0.29625
5,1,7,10,1,0,0,0,0.15,0.29625
5,1,7,11,1,0,0,0,0.148,0.29625
5,1,7,12,0,1,0,0,0.205,0.29625
5,1,7,13,0,1,0,0,0.435,0.29625
5,1,7,14,0,1,0,0,0.244,0.29625
5,1,7,15,0,1,0,0,0.242,0.29625
5,1,7,16,0,1,0,0,0.147,0.29625
5,1,7,17,0,1,0,0,0.2,0.29625
5,1,7,18,0,0,1,0,0.517,0.29625
5,1,7,19,0,0,1,0,0.522,0.29625
5,1,7,20,0,0,1,0,0.432,0.29625
5,1,7,21,0,0,1,0,0.363,0.29625
5,1,7,22,0,0,0,1,0.647,0.29625
5,1,7,23,0,0,0,1,0.43,0.29625
6,1,1,0,0,0,0,1,0.154,0.27470833333333333
6,1,1,1,0,0,0,1,0.185,0.27470833333333333
6,1,1,2,0,0,0,1,0.1,0.27470833333333333
6,1,1,3,0,0,0,1,0.112,0.27470833333333333
6,1,1,4,0,0,0,1,0.21,0.27470833333333333
6,1,1,5,0,0,0,1,0.175,0.27470833333333333
6,1,1,6,1,0,0,0,0.527,0.27470833333333333
6,1,1,7,1,0,0,0,0.401,0.27470833333333333
6,1,1,8,1,0,0,0,0.396,0.27470833333333333
6,1,1,9,1,0,0,0,0.084,0.27470833333333333
6,1,1,10,1,0,0,0,0.044,0.27470833333333333
6,1,1,11,1,0,0,0,0.113,0.27470833333333333
6,1,1,12,0,1,0,0,0.183,0.27470833333333333
6,1,1,13,0,1,0,0,0.275,0.27470833333333333
6,1,1,14,0,1,0,0,0.349,0.27470833333333333
6,1,1,15,0,1,0,0,0.454,0.27470833333333333
6,1,1,16,0,1,0,0,0.207,0.27470833333333333
6,1,1,17,0,1,0,0,0.077,0.27470833333333333
6,1,1,18,0,0,1,0,0.241,0.27470833333333333
6,1,1,19,0,0,1,0,0.492,0.27470833333333333
6,1,1,20,0,0,1,0,0.39,0.27470833333333333
6,1,1,21,0,0,1,0,0.361,0.27470833333333333
6,1,1,22,0,0,0,1,0.613,0.27470833333333333
6,1,1,23,0,0,0,1,0.45,0.27470833333333333
6,1,2,0,0,0,0,1,0.088,0.27429166666666666
6,1,2,1,0,0,0,1,0.073,0.27429166666666666
6,1,2,2,0,0,0,1,0.083,0.27429166666666666
6,1,2,3,0,0,0,1,0.052,0.27429166666666666
6,1,2,4,0,0,0,1,0.097,0.27429166666666666
6,1,2,5,0,0,0,1,0.042,0.27429166666666666
6,1,2,6,1,0,0,0,0.493,0.27429166666666666
6,1,2,7,1,0,0,0,0.494,0.27429166666666666
6,1,2,8,1,0,0,0,0.538,0.27429166666666666
6,1,2,9,1,0,0,0,0.206,0.27429166666666666
6,1,2,10,1,0,0,0,0.039,0.27429166666666666
6,1,2,11,1,0,0,0,0.167,0.27429166666666666
6,1,2,12,0,1,0,0,0.206,0.27429166666666666
6,1,2,13,0,1,0,0,0.323,0.27429166666666666
6,1,2,14,0,1,0,0,0.228,0.27429166666666666
6,1,2,15,0,1,0,0,0.385,0.27429166666666666
6,1,2,16,0,1,0,0,0.092,0.27429166666666666
6,1,2,17,0,1,0,0,0.132,0.27429166666666666
6,1,2,18,0,0,1,0,0.414,0.27429166666666666
6,1,2,19,0,0,1,0,0.53,0.27429166666666666
6,1,2,20,0,0,1,0,0.352,0.27429166666666666
6,1,2,21,0,0,1,0,0.367,0.27429166666666666
6,1,2,22,0,0,0,1,0.758,0.27429166666666666
6,1,2,23,0,0,0,1,0.424,0.27429166666666666
6,1,3,0,0,0,0,1,0.077,0.27295833333333336
6,1,3,1,0,0,0,1,0.13,0.27295833333333336
6,1,3,2,0,0,0,1,0.056,0.27295833333333336
6,1,3,3,0,0,0,1,0.133,0.27295833333333336
6,1,3,4,0,0,0,1,0.036,0.27295833333333336
6,1,3,5,0,0,0,1,0.093,0.27295833333333336
6,1,3,6,1,0,0,0,0.566,0.27295833333333336
6,1,3,7,1,0,0,0,0.47,0.27295833333333336
6,1,3,8,1,0,0,0,0.407,0.27295833333333336
6,1,3,9,1,0,0,0,0.074,0.27295833333333336
6,1,3,10,1,0,0,0,0.131,0.27295833333333336
6,1,3,11,1,0,0,0,0.184,0.27295833333333336
6,1,3,12,0,1,0,0,0.145,0.27295833333333336
6,1,3,13,0,1,0,0,0.357,0.27295833333333336
6,1,3,14,0,1,0,0,0.487,0.27295833333333336
6,1,3,15,0,1,0,0,0.288,0.27295833333333336
6,1,3,16,0,1,0,0,0.117,0.27295833333333336
6,1,3,17,0,1,0,0,0.069,0.27295833333333336
6,1,3,18,0,0,1,0,0.424,0.27295833333333336
6,1,3,19,0,0,1,0,0.253,0.27295833333333336
6,1,3,20,0,0,1,0,0.493,0.27295833333333336
6,1,3,21,0,0,1,0,0.457,0.27295833333333336
6,1,3,22,0,0,0,1,0.525,0.27295833333333336
6,1,3,23,0,0,0,1,0.579,0.27295833333333336
6,1,4,0,0,0,0,1,0.045,0.27066666666666667
6,1,4,1,0,0,0,1,0.123,0.27066666666666667
6,1,4,2,0,0,0,1,0.088,0.27066666666666667
6,1,4,3,0,0,0,1,0.094,0.27066666666666667
6,1,4,4,0,0,0,1,0.207,0.27066666666666667
6,1,4,5,0,0,0,1,0.068,0.27066666666666667
6,1,4,6,1,0,0,0,0.444,0.27066666666666667
6,1,4,7,1,0,0,0,0.514,0.27066666666666667
6,1,4,8,1,0,0,0,0.625,0.27066666666666667
6,1,4,9,1,0,0,0,0.091,0.27066666666666667
6,1,4,10,1,0,0,0,0.105,0.27066666666666667
6,1,4,11,1,0,0,0,0.099,0.27066666666666667
6,1,4,12,0,1,0,0,0.184,0.27066666666666667
6,1,4,13,0,1,0,0,0.205,0.27066666666666667
6,1,4,14,0,1,0,0,0.37,0.27066666666666667
6,1,4,15,0,1,0,0,0.321,0.27066666666666667
6,1,4,16,0,1,0,0,0.071,0.27066666666666667
6,1,4,17,0,1,0,0,0.112,0.27066666666666667
6,1,4,18,0,0,1,0,0.5,0.27066666666666667
6,1,4,19,0,0,1,0,0.449,0.27066666666666667
6,1,4,20,0,0,1,0,0.305,0.27066666666666667
6,1,4,21,0,0,1,0,0.323,0.27066666666666667
6,1,4,22,0,0,0,1,0.762,0.27066666666666667
6,1,4,23,0,0,0,1,0.391,0.27066666666666667
6,1,5,0,0,0,0,1,0.103,0.256625
6,1,5,1,0,0,0,1,0.099,0.256625
6,1,5,2,0,0,0,1,0.102,0.256625
6,1,5,3,0,0,0,1,0.092,0.256625
6,1,5,4,0,0,0,1,0.146,0.256625
6,1,5,5,0,0,0,1,0.065,0.256625
6,1,5,6,1,0,0,0,0.63,0.256625
6,1,5,7,1,0,0,0,0.576,0.256625
6,1,5,8,1,0,0,0,0.285,0.256625
6,1,5,9,1,0,0,0,0.146,0.256625
6,1,5,10,1,0,0,0,0.117,0.256625
6,1,5,11,1,0,0,0,0.137,0.256625
6,1,5,12,0,1,0,0,0.196,0.256625
6,1,5,13,0,1,0,0,0.435,0.256625
6,1,5,14,0,1,0,0,0.288,0.256625
6,1,5,15,0,1,0,0,0.311,0.256625
6,1,5,16,0,1,0,0,0.112,0.256625
6,1,5,17,0,1,0,0,0.115,0.256625
6,1,5,18,0,0,1,0,0.392,0.256625
6,1,5,19,0,0,1,0,0.375,0.256625
6,1,5,20,0,0,1,0,0.232,0.256625
6,1,5,21,0,0,1,0,0.302,0.256625
6,1,5,22,0,0,0,1,0.416,0.256625
6,1,5,23,0,0,0,1,0.487,0.256625
6,1,6,0,0,0,0,1,0.121,0.2672083333333333
6,1,6,1,0,0,0,1,0.044,0.2672083333333333
6,1,6,2,0,0,0,1,0.037,0.2672083333333333
6,1,6,3,0,0,0,1,0.211,0.2672083333333333
6,1,6,4,0,0,0,1,0.153,0.2672083333333333
6,1,6,5,0,0,0,1,0.101,0.2672083333333333
6,1,6,6,1,0,0,0,0.399,0.2672083333333333
6,1,6,7,1,0,0,0,0.492,0.2672083333333333
6,1,6,8,1,0,0,0,0.448,0.2672083333333333
6,1,6,9,1,0,0,0,0.185,0.2672083333333333
6,1,6,10,1,0,0,0,0.057,0.2672083333333333
6,1,6,11,1,0,0,0,0.074,0.2672083333333333
6,1,6,12,0,1,0,0,0.042,0.2672083333333333
6,1,6,13,0,1,0,0,0.344,0.2672083333333333
6,1,6,14,0,1,0,0,0.233,0.2672083333333333
6,1,6,15,0,1,0,0,0.482,0.2672083333333333
6,1,6,16,0,1,0,0,0.17,0.2672083333333333
6,1,6,17,0,1,0,0,0.202,0.2672083333333333
6,1,6,18,0,0,1,0,0.434,0.2672083333333333
6,1,6,19,0,0,1,0,0.526,0.2672083333333333
6,1,6,20,0,0,1,0,0.414,0.2672083333333333
6,1,6,21,0,0,1,0,0.389,0.2672083333333333
6,1,6,22,0,0,0,1,0.337,0.2672083333333333
6,1,6,23,0,0,0,1,0.518,0.2672083333333333
6,1,7,0,0,0,0,1,0.128,0.29162499999999997
6,1,7,1,0,0,0,1,0.105,0.29162499999999997
6,1,7,2,0,0,0,1,0.206,0.29162499999999997
6,1,7,3,0,0,0,1,0.095,0.29162499999999997
6,1,7,4,0,0,0,1,0.174,0.29162499999999997
6,1,7,5,0,0,0,1,0.188,0.29162499999999997
6,1,7,6,1,0,0,0,0.427,0.29162499999999997
6,1,7,7,1,0,0,0,0.643,0.29162499999999997
6,1,7,8,1,0,0,0,0.438,0.29162499999999997
6,1,7,9,1,0,0,0,0.194,0.29162499999999997
6,1,7,10,1,0,0,0,0.105,0.29162499999999997
6,1,7,11,1,0,0,0,0.138,0.29162499999999997
6,1,7,12,0,1,0,0,0.184,0.29162499999999997
6,1,7,13,0,1,0,0,0.326,0.29162499999999997
6,1,7,14,0,1,0,0,0.42,0.29162499999999997
6,1,7,15,0,1,0,0,0.25,0.29162499999999997
6,1,7,16,0,1,0,0,0.184,0.29162499999999997
